type,name,category
mfxU8,mfxExtAV1FilmGrainParam.PointCb[10].Scaling,array
mfxU8,mfxExtAV1FilmGrainParam.PointCr[10].Value,array
mfxU8,mfxExtAV1FilmGrainParam.PointCr[10].Scaling,array
mfxU8,mfxExtAV1FilmGrainParam.GrainScalingMinus8,
mfxU8,mfxExtAV1FilmGrainParam.ArCoeffLag,
mfxU8,mfxExtAV1FilmGrainParam.ArCoeffsYPlus128[24],array
mfxU8,mfxExtAV1FilmGrainParam.ArCoeffsCbPlus128[25],array
mfxU8,mfxExtAV1FilmGrainParam.ArCoeffsCrPlus128[25],array
mfxU8,mfxExtAV1FilmGrainParam.ArCoeffShiftMinus6,
mfxU8,mfxExtAV1FilmGrainParam.GrainScaleShift,
mfxU8,mfxExtAV1FilmGrainParam.CbMult,
mfxU8,mfxExtAV1FilmGrainParam.CbLumaMult,
mfxU16,mfxExtAV1FilmGrainParam.CbOffset,
mfxU8,mfxExtAV1FilmGrainParam.CrMult,
mfxU8,mfxExtAV1FilmGrainParam.CrLumaMult,
mfxU16,mfxExtAV1FilmGrainParam.CrOffset,
mfxU32,mfxExtAV1ResolutionParam.FrameWidth,
mfxU32,mfxExtAV1ResolutionParam.FrameHeight,
mfxU8,mfxExtAV1Segmentation.NumSegments,
mfxU16,mfxExtAV1Segmentation.Segment[8].FeatureEnabled,array
mfxI16,mfxExtAV1Segmentation.Segment[8].AltQIndex,array
mfxU16,mfxExtAV1Segmentation.SegmentIdBlockSize,
mfxU32,mfxExtAV1Segmentation.NumSegmentIdAlloc,
mfxU8,mfxExtAV1Segmentation.SegmentIds*,pointer
mfxU16,mfxExtAV1TileParam.NumTileRows,
mfxU16,mfxExtAV1TileParam.NumTileColumns,
mfxU16,mfxExtAV1TileParam.NumTileGroups,
mfxU32,mfxExtAVCEncodedFrameInfo.FrameOrder,
mfxU16,mfxExtAVCEncodedFrameInfo.PicStruct,
mfxU16,mfxExtAVCEncodedFrameInfo.LongTermIdx,
mfxU32,mfxExtAVCEncodedFrameInfo.MAD,
mfxU16,mfxExtAVCEncodedFrameInfo.BRCPanicMode,
mfxU16,mfxExtAVCEncodedFrameInfo.QP,
mfxU32,mfxExtAVCEncodedFrameInfo.SecondFieldOffset,
mfxU32,mfxExtAVCEncodedFrameInfo.UsedRefListL0[32].FrameOrder,array
mfxU16,mfxExtAVCEncodedFrameInfo.UsedRefListL0[32].PicStruct,array
mfxU16,mfxExtAVCEncodedFrameInfo.UsedRefListL0[32].LongTermIdx,array
mfxU32,mfxExtAVCEncodedFrameInfo.UsedRefListL1[32].FrameOrder,array
mfxU16,mfxExtAVCEncodedFrameInfo.UsedRefListL1[32].PicStruct,array
mfxU16,mfxExtAVCEncodedFrameInfo.UsedRefListL1[32].LongTermIdx,array
mfxU16,mfxExtAVCRefListCtrl.NumRefIdxL0Active,
mfxU16,mfxExtAVCRefListCtrl.NumRefIdxL1Active,
mfxU32,mfxExtAVCRefListCtrl.PreferredRefList[32].FrameOrder,array
mfxU16,mfxExtAVCRefListCtrl.PreferredRefList[32].PicStruct,array
mfxU16,mfxExtAVCRefListCtrl.PreferredRefList[32].ViewId,array
mfxU16,mfxExtAVCRefListCtrl.PreferredRefList[32].LongTermIdx,array
mfxU32,mfxExtAVCRefListCtrl.RejectedRefList[16].FrameOrder,array
mfxU16,mfxExtAVCRefListCtrl.RejectedRefList[16].PicStruct,array
mfxU16,mfxExtAVCRefListCtrl.RejectedRefList[16].ViewId,array
mfxU16,mfxExtAVCRefListCtrl.RejectedRefList[16].LongTermIdx,array
mfxU32,mfxExtAVCRefListCtrl.LongTermRefList[16].FrameOrder,array
mfxU16,mfxExtAVCRefListCtrl.LongTermRefList[16].PicStruct,array
mfxU16,mfxExtAVCRefListCtrl.LongTermRefList[16].ViewId,array
mfxU16,mfxExtAVCRefListCtrl.LongTermRefList[16].LongTermIdx,array
mfxU16,mfxExtAVCRefListCtrl.ApplyLongTermIdx,
mfxU16,mfxExtAVCRefLists.NumRefIdxL0Active,
mfxU16,mfxExtAVCRefLists.NumRefIdxL1Active,
mfxU32,mfxExtAVCRefLists.RefPicList0[32].FrameOrder,array
mfxU16,mfxExtAVCRefLists.RefPicList0[32].PicStruct,array
mfxU32,mfxExtAVCRefLists.RefPicList1[32].FrameOrder,array
mfxU16,mfxExtAVCRefLists.RefPicList1[32].PicStruct,array
mfxU16,mfxExtAVCRoundingOffset.EnableRoundingIntra,
mfxU16,mfxExtAVCRoundingOffset.RoundingOffsetIntra,
mfxU16,mfxExtAVCRoundingOffset.EnableRoundingInter,
mfxU16,mfxExtAVCRoundingOffset.RoundingOffsetInter,
mfxU16,mfxExtAvcTemporalLayers.BaseLayerPID,
mfxU16,mfxExtAvcTemporalLayers.Layer[8].Scale,array
mfxU16,mfxExtChromaLocInfo.ChromaLocInfoPresentFlag,
mfxU16,mfxExtChromaLocInfo.ChromaSampleLocTypeTopField,
mfxU16,mfxExtChromaLocInfo.ChromaSampleLocTypeBottomField,
mfxU16,mfxExtCodingOption.RateDistortionOpt,
mfxU16,mfxExtCodingOption.MECostType,
mfxU16,mfxExtCodingOption.MESearchType,
mfxI16,mfxExtCodingOption.MVSearchWindow.x,
mfxI16,mfxExtCodingOption.MVSearchWindow.y,
mfxU16,mfxExtCodingOption.EndOfSequence,
mfxU16,mfxExtCodingOption.FramePicture,
mfxU16,mfxExtCodingOption.CAVLC,
mfxU16,mfxExtCodingOption.RecoveryPointSEI,
mfxU16,mfxExtCodingOption.ViewOutput,
mfxU16,mfxExtCodingOption.NalHrdConformance,
mfxU16,mfxExtCodingOption.SingleSeiNalUnit,
mfxU16,mfxExtCodingOption.VuiVclHrdParameters,
mfxU16,mfxExtCodingOption.RefPicListReordering,
mfxU16,mfxExtCodingOption.ResetRefList,
mfxU16,mfxExtCodingOption.RefPicMarkRep,
mfxU16,mfxExtCodingOption.FieldOutput,
mfxU16,mfxExtCodingOption.IntraPredBlockSize,
mfxU16,mfxExtCodingOption.InterPredBlockSize,
mfxU16,mfxExtCodingOption.MVPrecision,
mfxU16,mfxExtCodingOption.MaxDecFrameBuffering,
mfxU16,mfxExtCodingOption.AUDelimiter,
mfxU16,mfxExtCodingOption.EndOfStream,
mfxU16,mfxExtCodingOption.PicTimingSEI,
mfxU16,mfxExtCodingOption.VuiNalHrdParameters,
mfxU16,mfxExtCodingOption2.IntRefType,
mfxU16,mfxExtCodingOption2.IntRefCycleSize,
mfxI16,mfxExtCodingOption2.IntRefQPDelta,
mfxU32,mfxExtCodingOption2.MaxFrameSize,
mfxU32,mfxExtCodingOption2.MaxSliceSize,
mfxU16,mfxExtCodingOption2.BitrateLimit,
mfxU16,mfxExtCodingOption2.MBBRC,
mfxU16,mfxExtCodingOption2.ExtBRC,
mfxU16,mfxExtCodingOption2.LookAheadDepth,
mfxU16,mfxExtCodingOption2.Trellis,
mfxU16,mfxExtCodingOption2.RepeatPPS,
mfxU16,mfxExtCodingOption2.BRefType,
mfxU16,mfxExtCodingOption2.AdaptiveI,
mfxU16,mfxExtCodingOption2.AdaptiveB,
mfxU16,mfxExtCodingOption2.LookAheadDS,
mfxU16,mfxExtCodingOption2.NumMbPerSlice,
mfxU16,mfxExtCodingOption2.SkipFrame,
mfxU8,mfxExtCodingOption2.MinQPI,
mfxU8,mfxExtCodingOption2.MaxQPI,
mfxU8,mfxExtCodingOption2.MinQPP,
mfxU8,mfxExtCodingOption2.MaxQPP,
mfxU8,mfxExtCodingOption2.MinQPB,
mfxU8,mfxExtCodingOption2.MaxQPB,
mfxU16,mfxExtCodingOption2.FixedFrameRate,
mfxU16,mfxExtCodingOption2.DisableDeblockingIdc,
mfxU16,mfxExtCodingOption2.DisableVUI,
mfxU16,mfxExtCodingOption2.BufferingPeriodSEI,
mfxU16,mfxExtCodingOption2.EnableMAD,
mfxU16,mfxExtCodingOption2.UseRawRef,
mfxU16,mfxExtCodingOption3.NumSliceI,
mfxU16,mfxExtCodingOption3.NumSliceP,
mfxU16,mfxExtCodingOption3.NumSliceB,
mfxU16,mfxExtCodingOption3.WinBRCMaxAvgKbps,
mfxU16,mfxExtCodingOption3.WinBRCSize,
mfxU16,mfxExtCodingOption3.QVBRQuality,
mfxU16,mfxExtCodingOption3.EnableMBQP,
mfxU16,mfxExtCodingOption3.IntRefCycleDist,
mfxU16,mfxExtCodingOption3.DirectBiasAdjustment,
mfxU16,mfxExtCodingOption3.GlobalMotionBiasAdjustment,
mfxU16,mfxExtCodingOption3.MVCostScalingFactor,
mfxU16,mfxExtCodingOption3.MBDisableSkipMap,
mfxU16,mfxExtCodingOption3.WeightedPred,
mfxU16,mfxExtCodingOption3.WeightedBiPred,
mfxU16,mfxExtCodingOption3.AspectRatioInfoPresent,
mfxU16,mfxExtCodingOption3.OverscanInfoPresent,
mfxU16,mfxExtCodingOption3.OverscanAppropriate,
mfxU16,mfxExtCodingOption3.TimingInfoPresent,
mfxU16,mfxExtCodingOption3.BitstreamRestriction,
mfxU16,mfxExtCodingOption3.LowDelayHrd,
mfxU16,mfxExtCodingOption3.MotionVectorsOverPicBoundaries,
mfxU16,mfxExtCodingOption3.ScenarioInfo,
mfxU16,mfxExtCodingOption3.ContentInfo,
mfxU16,mfxExtCodingOption3.PRefType,
mfxU16,mfxExtCodingOption3.FadeDetection,
mfxU16,mfxExtCodingOption3.GPB,
mfxU32,mfxExtCodingOption3.MaxFrameSizeI,
mfxU32,mfxExtCodingOption3.MaxFrameSizeP,
mfxU16,mfxExtCodingOption3.EnableQPOffset,
mfxI16,mfxExtCodingOption3.QPOffset[8],array
mfxU16,mfxExtCodingOption3.NumRefActiveP[8],array
mfxU16,mfxExtCodingOption3.NumRefActiveBL0[8],array
mfxU16,mfxExtCodingOption3.NumRefActiveBL1[8],array
mfxU16,mfxExtCodingOption3.TransformSkip,
mfxU16,mfxExtCodingOption3.TargetChromaFormatPlus1,
mfxU16,mfxExtCodingOption3.TargetBitDepthLuma,
mfxU16,mfxExtCodingOption3.TargetBitDepthChroma,
mfxU16,mfxExtCodingOption3.BRCPanicMode,
mfxU16,mfxExtCodingOption3.LowDelayBRC,
mfxU16,mfxExtCodingOption3.EnableMBForceIntra,
mfxU16,mfxExtCodingOption3.AdaptiveMaxFrameSize,
mfxU16,mfxExtCodingOption3.RepartitionCheckEnable,
mfxU16,mfxExtCodingOption3.EncodedUnitsInfo,
mfxU16,mfxExtCodingOption3.EnableNalUnitType,
mfxU16,mfxExtCodingOption3.ExtBrcAdaptiveLTR,
mfxU16,mfxExtCodingOption3.AdaptiveLTR,
mfxU16,mfxExtCodingOption3.AdaptiveCQM,
mfxU16,mfxExtCodingOption3.AdaptiveRef,
mfxU8,mfxExtCodingOptionSPSPPS.SPSBuffer*,pointer
mfxU8,mfxExtCodingOptionSPSPPS.PPSBuffer*,pointer
mfxU16,mfxExtCodingOptionSPSPPS.SPSBufSize,
mfxU16,mfxExtCodingOptionSPSPPS.PPSBufSize,
mfxU16,mfxExtCodingOptionSPSPPS.SPSId,
mfxU16,mfxExtCodingOptionSPSPPS.PPSId,
mfxU8,mfxExtCodingOptionVPS.VPSBuffer*,pointer
mfxU16,mfxExtCodingOptionVPS.VPSBufSize,
mfxU16,mfxExtCodingOptionVPS.VPSId,
mfxU16,mfxExtColorConversion.ChromaSiting,
mfxU16,mfxExtContentLightLevelInfo.InsertPayloadToggle,
mfxU16,mfxExtContentLightLevelInfo.MaxContentLightLevel,
mfxU16,mfxExtContentLightLevelInfo.MaxPicAverageLightLevel,
mfxU16,mfxExtDecVideoProcessing.In.CropX,
mfxU16,mfxExtDecVideoProcessing.In.CropY,
mfxU16,mfxExtDecVideoProcessing.In.CropW,
mfxU16,mfxExtDecVideoProcessing.In.CropH,
mfxU32,mfxExtDecVideoProcessing.Out.FourCC,
mfxU16,mfxExtDecVideoProcessing.Out.ChromaFormat,
mfxU16,mfxExtDecVideoProcessing.Out.Width,
mfxU16,mfxExtDecVideoProcessing.Out.Height,
mfxU16,mfxExtDecVideoProcessing.Out.CropX,
mfxU16,mfxExtDecVideoProcessing.Out.CropY,
mfxU16,mfxExtDecVideoProcessing.Out.CropW,
mfxU16,mfxExtDecVideoProcessing.Out.CropH,
mfxU32,mfxExtDecodeErrorReport.ErrorTypes,
mfxU16,mfxExtDecodedFrameInfo.FrameType,
mfxChar,mfxExtDeviceAffinityMask.DeviceID[128],array
mfxU32,mfxExtDeviceAffinityMask.NumSubDevices,
mfxU8,mfxExtDeviceAffinityMask.Mask*,pointer
mfxU16,mfxExtDirtyRect.NumRect,
mfxU32,mfxExtDirtyRect.Rect[256].Left,array
mfxU32,mfxExtDirtyRect.Rect[256].Top,array
mfxU32,mfxExtDirtyRect.Rect[256].Right,array
mfxU32,mfxExtDirtyRect.Rect[256].Bottom,array
mfxU16,mfxExtEncodedSlicesInfo.SliceSizeOverflow,
mfxU16,mfxExtEncodedSlicesInfo.NumSliceNonCopliant,
mfxU16,mfxExtEncodedSlicesInfo.NumEncodedSlice,
mfxU16,mfxExtEncodedSlicesInfo.NumSliceSizeAlloc,
mfxU16,mfxExtEncodedSlicesInfo.SliceSize*,pointer
mfxU16,mfxExtEncodedUnitsInfo.UnitInfo*.Type,pointer
mfxU32,mfxExtEncodedUnitsInfo.UnitInfo*.Offset,pointer
mfxU32,mfxExtEncodedUnitsInfo.UnitInfo*.Size,pointer
mfxU16,mfxExtEncodedUnitsInfo.NumUnitsAlloc,
mfxU16,mfxExtEncodedUnitsInfo.NumUnitsEncoded,
mfxU32,mfxExtEncoderCapability.MBPerSec,
mfxU16,mfxExtEncoderIPCMArea.NumArea,
mfxU32,mfxExtEncoderIPCMArea.Areas*.Left,pointer
mfxU32,mfxExtEncoderIPCMArea.Areas*.Top,pointer
mfxU32,mfxExtEncoderIPCMArea.Areas*.Right,pointer
mfxU32,mfxExtEncoderIPCMArea.Areas*.Bottom,pointer
mfxU16,mfxExtEncoderROI.NumROI,
mfxU16,mfxExtEncoderROI.ROIMode,
mfxU32,mfxExtEncoderROI.ROI[256].Left,array
mfxU32,mfxExtEncoderROI.ROI[256].Top,array
mfxU32,mfxExtEncoderROI.ROI[256].Right,array
mfxU32,mfxExtEncoderROI.ROI[256].Bottom,array
mfxI16,mfxExtEncoderROI.ROI[256].Priority,array
mfxI16,mfxExtEncoderROI.ROI[256].DeltaQP,array
mfxU16,mfxExtEncoderResetOption.StartNewSequence,
mfxU16,mfxExtHEVCParam.PicWidthInLumaSamples,
mfxU16,mfxExtHEVCParam.PicHeightInLumaSamples,
mfxU64,mfxExtHEVCParam.GeneralConstraintFlags,
mfxU16,mfxExtHEVCParam.SampleAdaptiveOffset,
mfxU16,mfxExtHEVCParam.LCUSize,
mfxU32,mfxExtHEVCRegion.RegionId,
mfxU16,mfxExtHEVCRegion.RegionType,
mfxU16,mfxExtHEVCRegion.RegionEncoding,
mfxU16,mfxExtHEVCTiles.NumTileRows,
mfxU16,mfxExtHEVCTiles.NumTileColumns,
int,mfxExtHyperModeParam.Mode,
mfxU16,mfxExtInCrops.Crops.Left,
mfxU16,mfxExtInCrops.Crops.Top,
mfxU16,mfxExtInCrops.Crops.Right,
mfxU16,mfxExtInCrops.Crops.Bottom,
mfxU16,mfxExtInsertHeaders.SPS,
mfxU16,mfxExtInsertHeaders.PPS,
mfxU32,mfxExtMBDisableSkipMap.MapSize,
mfxU8,mfxExtMBDisableSkipMap.Map*,pointer
mfxU32,mfxExtMBForceIntra.MapSize,
mfxU8,mfxExtMBForceIntra.Map*,pointer
mfxU16,mfxExtMBQP.Mode,
mfxU16,mfxExtMBQP.BlockSize,
mfxU32,mfxExtMBQP.NumQPAlloc,
mfxU8,mfxExtMBQP.QP*,pointer
mfxI8,mfxExtMBQP.DeltaQP*,pointer
mfxU8,mfxExtMBQP.QPmode*.QP,pointer
mfxI8,mfxExtMBQP.QPmode*.DeltaQP,pointer
mfxU16,mfxExtMBQP.QPmode*.Mode,pointer
mfxU16,mfxExtMVOverPicBoundaries.StickTop,
mfxU16,mfxExtMVOverPicBoundaries.StickBottom,
mfxU16,mfxExtMVOverPicBoundaries.StickLeft,
mfxU16,mfxExtMVOverPicBoundaries.StickRight,
mfxU16,mfxExtMasteringDisplayColourVolume.InsertPayloadToggle,
mfxU16,mfxExtMasteringDisplayColourVolume.DisplayPrimariesX[3],array
mfxU16,mfxExtMasteringDisplayColourVolume.DisplayPrimariesY[3],array
mfxU16,mfxExtMasteringDisplayColourVolume.WhitePointX,
mfxU16,mfxExtMasteringDisplayColourVolume.WhitePointY,
mfxU32,mfxExtMasteringDisplayColourVolume.MaxDisplayMasteringLuminance,
mfxU32,mfxExtMasteringDisplayColourVolume.MinDisplayMasteringLuminance,
mfxU16,mfxExtMoveRect.NumRect,
mfxU32,mfxExtMoveRect.Rect[256].DestLeft,array
mfxU32,mfxExtMoveRect.Rect[256].DestTop,array
mfxU32,mfxExtMoveRect.Rect[256].DestRight,array
mfxU32,mfxExtMoveRect.Rect[256].DestBottom,array
mfxU32,mfxExtMoveRect.Rect[256].SourceLeft,array
mfxU32,mfxExtMoveRect.Rect[256].SourceTop,array
mfxU32,mfxExtPartialBitstreamParam.BlockSize,
mfxU16,mfxExtPartialBitstreamParam.Granularity,
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].ClockTimestampFlag,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].CtType,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].NuitFieldBasedFlag,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].CountingType,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].FullTimestampFlag,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].DiscontinuityFlag,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].CntDroppedFlag,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].NFrames,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].SecondsFlag,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].MinutesFlag,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].HoursFlag,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].SecondsValue,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].MinutesValue,array
mfxU16,mfxExtPictureTimingSEI.TimeStamp[3].HoursValue,array
mfxU32,mfxExtPictureTimingSEI.TimeStamp[3].TimeOffset,array
mfxU16,mfxExtPredWeightTable.LumaLog2WeightDenom,
mfxU16,mfxExtPredWeightTable.ChromaLog2WeightDenom,
mfxU16,mfxExtPredWeightTable.LumaWeightFlag[2][32],nd-array
mfxU16,mfxExtPredWeightTable.ChromaWeightFlag[2][32],nd-array
mfxI16,mfxExtPredWeightTable.Weights[2][32][3][2],nd-array
mfxU16,mfxExtTemporalLayers.NumLayers,
mfxU16,mfxExtTemporalLayers.BaseLayerPID,
mfxU16,mfxExtTemporalLayers.Layers*.FrameRateScale,pointer
mfxU32,mfxExtTemporalLayers.Layers*.InitialDelayInKB,pointer
mfxU32,mfxExtTemporalLayers.Layers*.BufferSizeInKB,pointer
mfxU32,mfxExtTemporalLayers.Layers*.TargetKbps,pointer
mfxU32,mfxExtTemporalLayers.Layers*.MaxKbps,pointer
mfxI32,mfxExtTemporalLayers.Layers*.QPI,pointer
mfxI32,mfxExtTemporalLayers.Layers*.QPP,pointer
mfxI32,mfxExtTemporalLayers.Layers*.QPB,pointer
mfxU16,mfxExtThreadsParam.NumThread,
mfxI32,mfxExtThreadsParam.SchedulingType,
mfxI32,mfxExtThreadsParam.Priority,
mfxU16,mfxExtTimeCode.DropFrameFlag,
mfxU16,mfxExtTimeCode.TimeCodeHours,
mfxU16,mfxExtTimeCode.TimeCodeMinutes,
mfxU16,mfxExtTimeCode.TimeCodeSeconds,
mfxU16,mfxExtTimeCode.TimeCodePictures,
mfxU16,mfxExtVP9Param.FrameWidth,
mfxU16,mfxExtVP9Param.FrameHeight,
mfxU16,mfxExtVP9Param.WriteIVFHeaders,
mfxI16,mfxExtVP9Param.QIndexDeltaLumaDC,
mfxI16,mfxExtVP9Param.QIndexDeltaChromaAC,
